EventName
UFC on Fuel TV: The Korean Zombie vs. Poirier
UFC on Fox: Diaz vs. Miller
UFC 145: Jones vs. Evans
UFC on Fuel TV: Gustafsson vs. Silva
UFC on FX: Alves vs. Kampmann
UFC 144: Edgar vs. Henderson
UFC on Fuel TV: Sanchez vs. Ellenberger
UFC 143: Diaz vs. Condit
UFC on Fox: Evans vs. Davis
UFC on FX: Guillard vs. Miller
UFC 142: Aldo vs. Mendes
UFC 141: Lesnar vs. Overeem
UFC 140: Jones vs. Machida
The Ultimate Fighter: Team Bisping vs. Team Miller Finale
UFC 139: Shogun vs. Henderson
UFC on Fox: Velasquez vs. dos Santos
UFC 138: Leben vs. Muñoz
UFC 137: Penn vs. Diaz
UFC 136: Edgar vs. Maynard III
UFC Live: Cruz vs. Johnson
UFC 135: Jones vs. Rampage
UFC Fight Night: Shields vs. Ellenberger
UFC 134: Silva vs. Okami
UFC Live: Hardy vs. Lytle
UFC 133: Evans vs. Ortiz
UFC 132: Cruz vs. Faber
UFC Live: Kongo vs. Barry
UFC 131: dos Santos vs. Carwin
The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale
UFC 130: Rampage vs. Hamill
UFC 129: St-Pierre vs. Shields
UFC Fight Night: Nogueira vs. Davis
UFC 128: Shogun vs. Jones
UFC Live: Sanchez vs. Kampmann
UFC 127: Penn vs. Fitch
UFC 126: Silva vs. Belfort
UFC: Fight for the Troops 2
UFC 125: Resolution
UFC 124: St-Pierre vs. Koscheck 2
The Ultimate Fighter: Team GSP vs. Team Koscheck Finale
UFC 123: Rampage vs. Machida
UFC 122: Marquardt vs. Okami
UFC 121: Lesnar vs. Velasquez
UFC 120: Bisping vs. Akiyama
UFC 119: Mir vs. Cro Cop
UFC Fight Night: Marquardt vs. Palhares
UFC 118: Edgar vs. Penn 2
UFC 117: Silva vs. Sonnen
UFC Live: Jones vs. Matyushenko
UFC 116: Lesnar vs. Carwin
The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale
UFC 115: Liddell vs. Franklin
UFC 114: Rampage vs. Evans
UFC 113: Machida vs. Shogun 2
UFC 112: Invincible
UFC Fight Night: Florian vs. Gomi
UFC 111: St-Pierre vs. Hardy
UFC Live: Vera vs. Jones
UFC 110: Nogueira vs. Velasquez
UFC 109: Relentless
UFC Fight Night: Maynard vs. Diaz
UFC 108: Evans vs. Silva
UFC 107: Penn vs. Sanchez
The Ultimate Fighter: Heavyweights Finale
UFC 106: Ortiz vs. Griffin 2
UFC 105: Couture vs. Vera
UFC 104: Machida vs. Shogun
UFC 103: Franklin vs. Belfort
UFC Fight Night: Diaz vs. Guillard
UFC 102: Couture vs. Nogueira
UFC 101: Declaration
UFC 100
The Ultimate Fighter: United States vs. United Kingdom Finale
UFC 99: The Comeback
UFC 98: Evans vs. Machida
UFC 97: Redemption
UFC Fight Night: Condit vs. Kampmann
UFC 96: Jackson vs. Jardine
UFC 95: Sanchez vs. Stevenson
UFC Fight Night: Lauzon vs. Stephens
UFC 94: St-Pierre vs. Penn 2
UFC 93: Franklin vs. Henderson
UFC 92: The Ultimate 2008
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale
UFC: Fight for the Troops
UFC 91: Couture vs. Lesnar
UFC 90: Silva vs. Côté
UFC 89: Bisping vs. Leben
UFC Fight Night: Diaz vs. Neer
UFC 88: Breakthrough
UFC 87: Seek and Destroy
UFC Fight Night: Silva vs. Irvin
UFC 86: Jackson vs. Griffin
The Ultimate Fighter: Team Rampage vs. Team Forrest Finale
UFC 85: Bedlam
UFC 84: Ill Will
UFC 83: Serra vs. St-Pierre 2
UFC Fight Night: Florian vs. Lauzon
UFC 82: Pride of a Champion
UFC 81: Breaking Point
UFC Fight Night: Swick vs. Burkman
UFC 80: Rapid Fire
UFC 79: Nemesis
The Ultimate Fighter: Team Hughes vs. Team Serra Finale
UFC 78: Validation
UFC 77: Hostile Territory
UFC 76: Knockout
UFC Fight Night: Thomas vs. Florian
UFC 75: Champion vs. Champion
UFC 74: Respect
UFC 73: Stacked
The Ultimate Fighter: Team Pulver vs. Team Penn Finale
UFC 72: Victory
UFC Fight Night: Stout vs. Fisher
UFC 71: Liddell vs. Jackson
UFC 70: Nations Collide
UFC 69: Shootout
UFC Fight Night: Stevenson vs. Guillard
UFC 68: The Uprising
UFC 67: All or Nothing
UFC Fight Night: Evans vs. Salmon
UFC 66: Liddell vs. Ortiz
UFC Fight Night: Sanchez vs. Riggs
UFC 65: Bad Intentions
The Ultimate Fighter: The Comeback Finale
UFC 64: Unstoppable
UFC Fight Night 6.5
UFC 63: Hughes vs. Penn
UFC 62: Liddell vs. Sobral
UFC Fight Night 6
